Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(exp(condition_fctexperiment+condition_fctexperiment:log_teamsize*1.14847691404993+condition_fctexperiment:year_after_2005*5.77132107023411)-exp(condition_fctcontrol+condition_fctcontrol:log_teamsize*1.14847691404993+condition_fctcontrol:year_after_2005*5.77132107023411)) > 0,4.584222215808879,0.8166243205350311,3.247894582203153,5.927606557738393,Inf,1,*
